Area,Bedrooms,Bathrooms,Floors,Age,Parking,Location,Furnishing,Distance_to_City,Crime_Rate,School_Rating,Hospital_Distance,Metro_Distance,Shopping_Mall_Distance,Park_Distance,Pollution_Index,Population_Density,Property_Tax,Electricity_Availability,Water_Supply,Security,House_Type,Facing,Price
1401.0,2,4.0,1,37,0,Rural,Unfurnished,11.1,3.76,3.5,3.9,7.1,3.8,2.5,54.5,9582,26081,Yes,Limited,Gated,Apartment,South,78.89
1515.0,2,2.0,1,32,1,Urban,Semi-Furnished,12.1,0.95,9.4,2.7,10.1,4.6,1.2,81.6,7697,24700,Yes,24x7,Non-Gated,Villa,North,123.61
2356.0,4,1.0,1,8,0,Urban,Semi-Furnished,8.7,2.63,8.5,5.2,5.8,0.6,6.0,52.8,7465,30647,Yes,24x7,Non-Gated,Apartment,South,150.99
611.0,5,3.0,2,28,0,Urban,Unfurnished,2.2,5.29,7.9,2.7,5.5,2.1,0.4,56.8,2985,32230,Yes,24x7,Gated,Apartment,South,82.67
926.0,6,4.0,3,3,3,Urban,Semi-Furnished,14.6,2.62,7.4,5.6,9.4,1.4,1.0,68.1,8513,27814,Yes,24x7,Gated,Apartment,East,105.38
579.0,3,5.0,1,30,0,Urban,Unfurnished,10.0,3.89,6.2,3.5,4.0,14.8,0.7,43.0,8357,19587,Yes,24x7,Gated,Apartment,South,75.11
1052.0,1,4.0,3,8,0,Urban,Unfurnished,14.7,0.22,9.5,0.4,0.7,1.4,1.3,35.0,7855,28304,Yes,24x7,Gated,Independent House,North,104.95
1204.0,4,4.0,3,11,1,Urban,Unfurnished,11.4,1.41,5.8,2.7,3.3,7.3,1.7,51.1,10068,8889,Yes,24x7,Gated,Apartment,North,99.77
762.0,5,3.0,1,22,2,Urban,Furnished,6.9,4.81,8.2,3.5,3.4,8.5,1.0,38.4,1854,26722,Yes,24x7,Non-Gated,Independent House,West,102.77
1246.0,6,5.0,1,15,1,Suburban,Unfurnished,10.5,,9.0,9.4,2.1,7.3,0.6,15.0,8071,24341,Yes,24x7,Non-Gated,Apartment,North,119.14
542.0,1,,3,25,2,Suburban,Unfurnished,37.6,1.51,7.2,3.6,3.3,1.5,1.7,21.8,9902,15816,Yes,24x7,Non-Gated,Villa,West,60.39
1090.0,4,5.0,1,20,2,Suburban,Semi-Furnished,20.4,0.39,6.3,3.7,5.4,1.2,0.1,37.5,5608,22741,Yes,24x7,Gated,Apartment,North,95.8
2310.0,4,5.0,1,25,0,Urban,Semi-Furnished,12.8,,4.0,3.7,0.9,2.8,0.9,87.2,2719,14210,Yes,24x7,Gated,Villa,East,157.74
1872.0,4,3.0,3,23,3,Rural,Furnished,46.8,1.49,7.7,1.9,6.0,10.2,4.1,62.1,4553,23915,Yes,Limited,Gated,Independent House,West,106.5
1753.0,1,5.0,1,8,0,Urban,Semi-Furnished,6.1,7.64,5.4,14.2,3.5,16.2,2.6,66.3,11015,11189,Yes,24x7,Non-Gated,Independent House,South,135.36
1098.0,1,4.0,2,27,3,Suburban,Semi-Furnished,8.6,4.16,9.9,4.4,8.4,2.5,1.2,69.6,8090,24057,Yes,24x7,Gated,Independent House,North,96.96
805.0,4,4.0,3,38,1,Suburban,Unfurnished,11.1,4.18,9.6,13.3,0.6,16.1,0.6,54.5,5894,20326,Yes,24x7,Non-Gated,Villa,North,89.06
1023.0,2,4.0,3,22,3,Urban,Furnished,4.9,1.18,,11.7,3.2,7.6,0.1,33.7,10756,18207,Yes,24x7,Non-Gated,Independent House,North,108.54
1626.0,4,1.0,2,24,3,Urban,Furnished,32.6,3.33,7.0,2.1,6.1,5.6,2.2,35.1,2630,26515,Yes,24x7,Gated,Apartment,North,105.23
2127.0,1,5.0,3,28,0,Suburban,,34.6,0.81,4.5,0.3,2.2,18.1,2.3,17.5,6943,14351,Yes,24x7,Gated,Independent House,South,119.21
2146.0,5,2.0,3,3,1,Suburban,Unfurnished,16.6,1.54,7.6,0.9,2.6,10.9,2.2,67.0,1001,34422,Yes,24x7,Gated,Villa,East,157.62
1997.0,2,4.0,2,6,0,Rural,Furnished,1.9,9.2,9.8,11.7,4.7,9.3,1.1,21.9,3293,38923,Yes,24x7,Gated,Apartment,East,130.65
1244.0,3,5.0,2,22,3,Suburban,Furnished,3.1,,3.5,4.2,5.4,1.4,3.0,15.0,6479,25413,Yes,24x7,Non-Gated,Villa,South,117.71
1664.0,3,1.0,2,15,1,Rural,Unfurnished,13.3,2.44,,5.3,5.5,2.2,4.6,27.1,12012,15360,Yes,24x7,Gated,Independent House,South,98.88
1473.0,3,2.0,2,27,3,Suburban,Furnished,25.7,2.08,7.3,4.6,9.8,14.4,1.6,60.0,11120,20181,Yes,24x7,Gated,Villa,East,110.94
1539.0,4,5.0,3,36,2,Urban,Semi-Furnished,7.7,6.4,3.6,1.9,1.1,6.0,5.6,53.2,10498,15337,Yes,24x7,Gated,Apartment,North,122.9
2770.0,4,2.0,2,31,3,Rural,Unfurnished,14.2,,7.3,0.6,1.8,9.6,1.1,43.0,5341,33240,Yes,24x7,Non-Gated,Villa,North,167.26
681.0,5,4.0,3,8,2,Suburban,Unfurnished,23.7,3.41,8.7,10.4,1.2,3.3,6.7,34.6,6156,9802,Yes,24x7,Gated,Apartment,East,87.04
1521.0,6,3.0,2,12,0,Urban,Furnished,5.7,0.34,6.4,3.3,2.4,2.7,7.1,70.7,8447,24244,Yes,24x7,Gated,Apartment,East,131.01
2316.0,2,5.0,1,5,1,Suburban,Unfurnished,22.3,3.79,4.0,3.9,2.4,6.1,0.3,61.3,2476,29936,Yes,24x7,Gated,Apartment,South,125.7
844.0,6,3.0,1,3,2,Urban,Unfurnished,8.7,6.0,5.5,4.2,2.5,6.6,0.8,25.4,6833,12045,Yes,24x7,Gated,Independent House,East,114.99
1296.0,4,3.0,3,29,3,Rural,Unfurnished,9.4,2.66,4.1,2.4,0.2,3.8,0.4,57.2,1924,30354,Yes,Limited,Non-Gated,Independent House,West,91.68
1359.0,2,1.0,2,27,3,Suburban,Semi-Furnished,12.8,3.24,9.2,2.1,3.2,7.1,0.2,57.3,9294,17491,Yes,24x7,Gated,Apartment,South,89.07
1527.0,6,3.0,2,7,2,Urban,Semi-Furnished,4.6,3.58,6.9,5.4,0.8,29.6,1.5,71.2,7236,31024,Yes,24x7,Gated,Apartment,West,128.15
772.0,5,3.0,1,28,3,Rural,Semi-Furnished,14.9,1.34,8.1,2.5,1.8,16.5,2.9,68.5,2934,23721,Yes,24x7,Non-Gated,Villa,West,92.45
1977.0,2,4.0,3,18,3,Urban,Semi-Furnished,6.4,2.32,6.9,10.1,1.7,1.0,0.3,54.4,7616,38970,Yes,24x7,Non-Gated,Villa,South,157.15
2016.0,2,4.0,1,35,3,Urban,Semi-Furnished,5.2,1.25,9.8,6.5,3.1,8.5,0.2,71.1,5177,30759,Yes,Limited,Gated,Apartment,East,133.73
1930.0,4,4.0,2,28,3,Urban,Semi-Furnished,8.2,3.73,9.8,10.7,5.3,7.1,1.7,74.5,8704,18273,Yes,Limited,Gated,Independent House,North,157.84
1171.0,5,3.0,2,10,1,Urban,Semi-Furnished,4.2,1.19,6.4,2.3,3.8,8.0,4.8,46.8,5985,32050,Yes,24x7,Gated,Apartment,South,126.02
1698.0,1,1.0,1,19,1,Urban,Semi-Furnished,4.7,2.31,3.7,3.2,16.4,2.9,4.6,44.1,11168,19532,Yes,Limited,Non-Gated,Apartment,South,95.52
1155.0,4,2.0,1,9,0,Suburban,Furnished,18.1,1.02,8.1,6.5,1.1,6.8,2.5,74.4,7920,23572,Yes,24x7,Non-Gated,Apartment,North,86.84
1467.0,4,3.0,3,36,0,Urban,Unfurnished,14.1,2.13,7.8,2.0,6.6,2.9,3.3,65.4,6242,25875,Yes,24x7,Gated,Apartment,West,101.72
2834.0,6,5.0,1,20,3,Rural,Unfurnished,9.5,1.17,6.5,11.8,8.5,2.2,2.8,27.3,8897,25755,Yes,24x7,Gated,Apartment,West,173.84
1703.0,5,4.0,1,35,1,Urban,Semi-Furnished,5.1,,4.2,1.1,6.2,11.5,2.7,75.6,4490,27362,Yes,24x7,Gated,Apartment,West,120.79
997.0,6,5.0,1,20,1,Urban,Unfurnished,15.9,3.34,8.8,3.0,4.8,10.9,1.5,68.2,11029,30670,Yes,24x7,Gated,Villa,South,126.14
,1,5.0,3,20,1,Urban,Unfurnished,21.8,4.71,3.7,1.4,7.4,6.5,1.3,42.9,9423,20436,Yes,24x7,Non-Gated,Independent House,West,108.03
907.0,5,1.0,3,7,3,Urban,Semi-Furnished,48.1,7.08,4.7,1.3,2.9,6.0,0.6,76.8,5296,22294,Yes,24x7,Gated,Independent House,West,76.21
991.0,3,1.0,3,38,3,Suburban,Semi-Furnished,23.1,1.34,7.2,3.4,9.0,3.7,1.7,29.6,9101,30811,Yes,24x7,Non-Gated,Independent House,West,88.38
1077.0,4,3.0,1,26,2,Rural,Furnished,7.7,2.06,6.3,0.7,1.1,0.8,3.8,30.3,8066,21982,Yes,24x7,Gated,Apartment,East,79.33
1406.0,6,2.0,3,11,3,Urban,Unfurnished,4.4,4.45,8.9,6.9,5.0,7.1,0.3,39.8,5831,14684,Yes,24x7,Gated,Villa,South,153.21
2165.0,6,5.0,1,33,2,Urban,Furnished,10.0,2.65,8.9,6.0,4.7,4.9,2.5,61.7,9620,37725,Yes,24x7,Gated,Apartment,South,170.44
1968.0,2,3.0,1,9,0,Urban,Unfurnished,21.8,5.2,4.0,13.7,5.1,13.9,4.1,63.4,8310,25741,Yes,24x7,Non-Gated,Independent House,East,124.07
1938.0,2,1.0,2,3,2,Suburban,Semi-Furnished,7.7,3.33,6.9,5.1,7.5,10.1,0.1,74.4,7852,26290,Yes,Limited,Non-Gated,Villa,North,132.07
1046.0,5,2.0,2,26,0,Urban,Semi-Furnished,2.6,1.61,3.4,4.0,10.1,3.8,0.9,72.3,10921,12469,Yes,24x7,Gated,Apartment,West,86.58
1352.0,6,2.0,1,29,1,Urban,Semi-Furnished,14.3,2.0,8.4,3.4,5.9,8.5,1.6,47.1,9967,22404,Yes,24x7,Non-Gated,Villa,East,117.09
1800.0,4,1.0,1,22,3,Suburban,Semi-Furnished,8.1,2.7,5.2,11.9,5.7,13.5,1.0,67.0,4824,29079,Yes,24x7,Non-Gated,Apartment,East,108.41
1304.0,1,2.0,1,28,0,Suburban,Unfurnished,5.0,1.61,8.6,9.4,2.6,8.7,1.6,50.0,3977,22673,Yes,24x7,Non-Gated,Villa,North,93.79
1497.0,1,3.0,2,10,2,Urban,Furnished,23.6,1.41,7.1,2.5,2.0,9.9,3.4,39.9,9623,35452,Yes,24x7,Gated,Villa,West,125.02
1893.0,5,5.0,2,11,3,Suburban,Furnished,5.3,4.38,7.4,4.0,3.7,10.0,0.8,63.8,7103,19655,Yes,Limited,Gated,Independent House,North,163.17
1458.0,5,4.0,2,14,3,Suburban,Unfurnished,7.5,3.62,9.1,6.9,5.6,7.2,3.0,60.7,6931,44128,Yes,Limited,Gated,Apartment,West,126.98
1774.0,6,1.0,1,8,2,Urban,Furnished,6.7,0.16,4.3,5.7,5.1,6.8,2.3,39.7,4869,37573,Yes,24x7,Gated,Independent House,North,142.03
2526.0,4,3.0,2,9,1,Suburban,Furnished,2.7,7.47,6.8,3.6,0.2,2.6,5.3,44.9,2752,12600,Yes,24x7,Gated,Apartment,East,153.06
1555.0,3,4.0,2,1,0,Urban,Furnished,9.3,1.4,3.3,1.2,4.7,6.0,0.4,55.8,9081,29988,Yes,Limited,Non-Gated,Independent House,North,130.95
2299.0,1,2.0,2,9,0,Urban,Semi-Furnished,2.4,4.68,8.3,1.1,3.4,10.3,3.2,58.7,7183,26866,Yes,24x7,Gated,Independent House,West,149.77
1958.0,5,3.0,1,21,2,Urban,Unfurnished,4.3,2.72,5.6,4.8,4.9,5.6,0.0,47.5,10746,29704,Yes,24x7,Non-Gated,Villa,South,159.08
843.0,6,5.0,3,14,1,Suburban,Semi-Furnished,5.0,4.07,4.0,1.5,1.8,4.2,1.9,57.6,6270,32242,Yes,Limited,Gated,Apartment,West,96.29
1044.0,1,1.0,2,17,2,Urban,Furnished,3.3,3.52,5.1,3.0,13.2,2.8,2.4,97.0,5751,27085,Yes,24x7,Gated,Independent House,North,89.07
1192.0,3,3.0,1,36,0,Suburban,Semi-Furnished,13.6,1.63,9.2,9.5,7.0,7.8,1.3,49.6,6403,30919,Yes,24x7,Non-Gated,Villa,North,101.19
1180.0,3,4.0,3,0,1,Urban,Semi-Furnished,11.5,1.43,4.0,0.9,2.9,3.2,0.5,62.8,5722,31691,Yes,24x7,Non-Gated,Independent House,West,108.92
1600.0,5,4.0,2,33,1,Suburban,Unfurnished,14.7,0.9,3.1,14.6,2.6,3.2,3.4,67.0,4958,31263,Yes,24x7,Non-Gated,Villa,North,132.86
1988.0,5,5.0,1,1,3,Rural,Semi-Furnished,2.8,3.75,7.5,3.4,5.5,7.9,0.4,61.1,9781,12471,Yes,24x7,Non-Gated,Independent House,West,141.55
2340.0,2,2.0,3,20,0,Urban,Furnished,19.1,5.12,6.7,2.5,3.4,12.8,1.1,68.5,10362,14636,Yes,24x7,Non-Gated,Apartment,West,131.86
1819.0,6,3.0,1,5,1,Suburban,Unfurnished,19.6,1.64,6.6,1.7,6.9,8.5,4.2,51.7,7338,26075,Yes,Limited,Gated,Apartment,North,120.21
1405.0,1,5.0,1,19,1,Suburban,Furnished,,3.52,3.0,10.7,3.7,11.0,0.5,64.1,7522,23559,Yes,24x7,Gated,Apartment,South,77.99
505.0,5,5.0,2,35,1,Rural,Unfurnished,10.6,0.88,6.6,6.4,6.6,11.3,2.8,45.5,6572,30346,No,24x7,Gated,Independent House,East,58.9
1689.0,5,5.0,3,1,3,Suburban,Furnished,10.0,,6.8,2.0,6.2,18.7,0.5,67.3,6162,9803,Yes,24x7,Gated,Independent House,East,147.84
1664.0,1,4.0,3,20,3,Suburban,Semi-Furnished,14.6,0.87,5.5,4.2,3.5,5.0,0.5,47.1,5855,15736,Yes,24x7,Gated,Villa,North,123.09
1751.0,5,2.0,3,18,0,Suburban,Furnished,22.9,6.35,9.0,0.8,1.4,10.4,0.4,44.4,6144,18354,Yes,24x7,Gated,Villa,West,142.76
2808.0,2,2.0,1,18,3,Rural,Unfurnished,9.9,3.82,3.0,4.0,0.2,5.3,1.8,83.8,5997,25113,Yes,Limited,Non-Gated,Independent House,North,154.78
2332.0,2,4.0,3,24,3,Rural,Semi-Furnished,8.6,2.52,10.0,0.6,6.6,1.6,0.4,49.9,9404,18475,Yes,24x7,Gated,Villa,South,155.75
2082.0,1,2.0,3,13,3,Urban,Unfurnished,12.2,3.14,5.8,1.9,1.2,0.3,0.7,47.6,9061,12552,Yes,24x7,Gated,Apartment,West,122.54
1121.0,5,4.0,3,31,0,Suburban,Unfurnished,10.0,3.67,3.7,5.4,2.9,3.7,0.5,73.2,5846,9821,Yes,24x7,Gated,Apartment,North,75.25
1368.0,5,3.0,3,9,1,Urban,Furnished,2.2,0.48,6.0,2.2,4.2,7.2,3.3,43.3,5561,16810,Yes,24x7,Gated,Independent House,East,128.6
1598.0,4,3.0,3,14,2,Urban,Furnished,8.9,3.61,6.0,1.1,7.5,0.3,0.7,66.7,6361,29445,Yes,24x7,Gated,Independent House,East,126.32
1224.0,5,2.0,2,18,0,Suburban,Unfurnished,10.8,1.51,4.6,6.9,1.8,2.0,3.0,48.9,6280,23323,Yes,24x7,Non-Gated,Independent House,North,96.2
1925.0,3,4.0,3,36,0,Urban,Semi-Furnished,13.5,3.57,7.8,1.6,6.8,10.1,0.7,75.7,10921,20138,Yes,24x7,Gated,Independent House,South,136.99
1846.0,4,3.0,2,21,2,Suburban,Unfurnished,13.8,5.33,8.1,12.0,4.3,5.3,2.4,23.3,12087,20271,Yes,24x7,Gated,Independent House,West,127.52
1051.0,5,2.0,1,33,3,Urban,Semi-Furnished,11.7,2.08,9.3,3.9,0.8,6.4,2.8,51.7,3651,30343,Yes,Limited,Gated,Independent House,West,102.79
2308.0,3,2.0,1,5,0,Suburban,Unfurnished,17.2,4.77,8.9,1.6,3.9,2.6,0.6,22.6,3674,15097,Yes,24x7,Non-Gated,Independent House,South,149.49
1706.0,4,3.0,2,3,0,Urban,Semi-Furnished,31.4,6.19,9.1,5.4,1.4,7.9,0.4,48.2,8018,28934,Yes,24x7,Non-Gated,Independent House,North,126.62
699.0,1,4.0,2,20,3,Urban,Semi-Furnished,9.7,3.44,6.7,14.1,0.6,1.9,4.1,51.5,2191,18049,Yes,Limited,Gated,Independent House,North,74.59
1622.0,4,5.0,3,36,1,Suburban,Unfurnished,13.7,2.73,4.4,2.7,7.3,2.7,0.9,90.7,5504,30986,Yes,24x7,Gated,Villa,West,126.0
1805.0,6,2.0,3,9,0,Suburban,Semi-Furnished,24.8,2.98,6.4,8.3,1.0,8.0,2.4,20.5,9837,32167,Yes,24x7,Non-Gated,Independent House,West,125.63
2185.0,5,,1,8,3,Suburban,Unfurnished,9.6,1.43,3.3,8.1,2.0,7.8,2.1,42.3,7685,39066,Yes,24x7,Non-Gated,Villa,West,159.18
1464.0,2,5.0,2,5,1,Suburban,Furnished,11.1,6.94,9.5,5.0,7.5,7.0,0.2,83.5,2843,27385,Yes,24x7,Gated,Villa,North,145.71
2105.0,4,1.0,2,36,0,Suburban,Unfurnished,2.1,3.77,7.3,2.8,5.6,7.7,0.9,71.1,12040,35689,Yes,24x7,Gated,Independent House,South,124.8
1753.0,4,5.0,3,3,2,Urban,Semi-Furnished,8.5,3.88,9.2,4.4,2.6,3.4,2.9,57.2,6121,25473,Yes,24x7,Gated,Apartment,North,144.4
927.0,6,1.0,2,25,3,Urban,Furnished,12.6,6.53,4.2,9.4,2.7,1.1,0.4,77.3,8060,26178,Yes,Limited,Gated,Apartment,North,92.88
872.0,5,2.0,1,15,0,Urban,Semi-Furnished,12.0,2.01,4.0,3.8,3.6,3.6,1.4,65.5,4117,26115,Yes,24x7,Non-Gated,Apartment,West,66.6
2267.0,5,5.0,1,16,2,Urban,Semi-Furnished,10.1,0.89,3.1,2.6,0.8,2.9,0.7,37.1,5068,28942,Yes,Limited,Non-Gated,Apartment,North,149.27
2308.0,5,1.0,1,28,1,Suburban,Unfurnished,7.7,2.6,6.6,2.9,0.4,7.9,1.3,80.8,5628,25150,No,24x7,Gated,Independent House,South,150.62
1828.0,3,1.0,2,17,1,Urban,Semi-Furnished,12.4,8.52,8.3,6.5,3.8,1.0,2.7,43.4,5082,32827,Yes,Limited,Gated,Independent House,North,119.06
2473.0,3,4.0,1,0,2,Urban,Furnished,22.2,6.83,9.3,6.5,5.6,5.1,2.7,54.9,4945,26682,Yes,Limited,Non-Gated,Apartment,South,162.34
2231.0,3,1.0,3,22,0,Urban,Unfurnished,8.0,0.82,5.9,3.5,1.1,3.6,2.0,52.4,2488,24080,Yes,24x7,Non-Gated,Independent House,East,136.39
2026.0,3,1.0,1,1,0,Suburban,Furnished,4.5,1.62,7.0,3.9,2.9,2.2,0.7,75.1,5811,23892,Yes,24x7,Gated,Apartment,South,123.75
1149.0,6,4.0,1,33,3,Rural,Semi-Furnished,21.3,5.71,4.6,3.6,7.1,1.6,0.3,58.9,7445,31773,Yes,24x7,Non-Gated,Apartment,North,80.5
2602.0,6,5.0,1,37,3,Suburban,Semi-Furnished,13.0,3.57,4.8,2.0,3.5,1.3,0.3,63.9,1824,25616,Yes,24x7,Gated,Apartment,West,156.18
1945.0,6,4.0,1,33,3,Urban,Semi-Furnished,4.0,3.25,6.5,3.1,5.7,2.0,1.3,57.9,9290,12977,Yes,24x7,Non-Gated,Apartment,South,142.97
1438.0,4,5.0,2,16,3,Urban,Semi-Furnished,15.8,2.33,9.6,7.6,2.0,4.5,2.6,55.7,9812,26786,Yes,24x7,Gated,Independent House,West,135.53
1282.0,2,3.0,3,16,0,Urban,Semi-Furnished,17.4,1.69,5.0,2.8,4.0,13.5,3.8,50.9,5731,16935,Yes,Limited,Non-Gated,Independent House,North,98.25
1791.0,1,4.0,3,23,1,Urban,Unfurnished,3.6,2.03,3.1,3.6,8.8,4.0,1.1,61.6,6830,15503,Yes,Limited,Non-Gated,Apartment,South,122.13
731.0,2,5.0,3,33,3,Suburban,Unfurnished,14.7,0.77,6.5,2.9,2.0,5.7,0.7,25.5,10853,25339,Yes,24x7,Non-Gated,Apartment,North,69.95
2035.0,4,3.0,3,30,2,Rural,Unfurnished,19.5,4.2,6.7,6.5,1.9,10.2,1.5,76.2,9221,30465,Yes,24x7,Non-Gated,Apartment,North,106.49
1126.0,3,1.0,2,18,3,Urban,Furnished,5.4,1.87,3.7,2.5,2.3,11.2,10.0,66.4,7399,13534,Yes,24x7,Gated,Independent House,East,104.31
1854.0,4,2.0,1,32,1,Urban,Furnished,7.7,4.03,5.6,2.7,1.4,11.9,6.0,42.4,5578,24202,Yes,Limited,Gated,Independent House,North,141.04
,6,4.0,2,16,2,Urban,Furnished,21.3,0.68,4.5,5.1,2.8,8.0,0.5,77.4,8472,20714,Yes,24x7,Gated,Independent House,West,124.53
1505.0,3,5.0,3,30,2,Suburban,Unfurnished,18.6,2.83,7.2,2.9,3.4,6.2,1.1,25.5,8292,27903,Yes,24x7,Gated,Villa,East,114.69
1234.0,6,4.0,1,9,3,Rural,Furnished,9.0,5.38,9.1,3.2,6.0,5.9,1.4,66.4,3804,22607,Yes,24x7,Non-Gated,Villa,East,133.51
1561.0,4,3.0,3,18,2,Urban,Semi-Furnished,14.9,3.72,7.8,8.3,3.2,2.3,1.0,88.2,6592,24577,Yes,24x7,Non-Gated,Apartment,East,111.37
2689.0,5,2.0,3,33,0,Urban,Unfurnished,7.9,2.13,8.4,10.4,3.6,12.8,0.8,49.4,10208,28098,Yes,24x7,Non-Gated,Apartment,South,155.21
2412.0,1,4.0,1,9,0,Urban,Semi-Furnished,21.7,1.07,8.4,2.8,4.0,6.6,1.1,41.9,7399,41617,Yes,24x7,Gated,Apartment,West,151.35
1845.0,2,5.0,1,24,1,Suburban,Furnished,3.8,3.33,3.0,11.3,2.1,10.8,4.5,72.3,8969,30094,Yes,24x7,Non-Gated,Apartment,East,115.22
1636.0,6,2.0,1,11,2,Urban,Furnished,3.5,5.81,6.5,4.6,3.7,3.9,3.8,28.9,7147,21689,Yes,24x7,Gated,Apartment,West,143.52
2114.0,6,3.0,3,17,3,Urban,Semi-Furnished,12.5,7.58,5.0,0.2,0.9,2.0,0.8,56.9,4752,25807,Yes,Limited,Gated,Villa,East,171.84
2271.0,4,3.0,2,12,1,Suburban,Semi-Furnished,11.0,4.02,7.9,3.3,12.6,3.6,2.2,46.8,11481,18947,Yes,Limited,Gated,Apartment,South,149.54
1194.0,1,2.0,3,26,3,Urban,Semi-Furnished,48.6,1.81,8.7,14.8,4.8,1.9,4.1,42.9,10869,36086,Yes,Limited,Gated,Apartment,South,75.7
1607.0,1,3.0,2,30,2,Urban,Furnished,14.1,2.38,4.5,4.7,5.8,13.9,1.7,94.3,9959,35138,Yes,24x7,Non-Gated,Independent House,West,104.68
648.0,3,1.0,1,34,1,Urban,Unfurnished,4.7,3.61,9.5,10.5,2.9,4.3,2.4,64.0,7341,29739,Yes,24x7,Non-Gated,Independent House,West,78.13
2268.0,6,3.0,3,14,0,Urban,Unfurnished,7.3,3.26,9.3,2.8,1.0,4.5,0.5,21.9,9281,18905,Yes,24x7,Gated,Independent House,West,176.17
2786.0,3,1.0,2,7,2,Suburban,Semi-Furnished,6.1,0.6,8.6,6.0,10.1,2.3,0.7,51.9,13325,30171,Yes,Limited,Non-Gated,Apartment,East,151.21
1694.0,6,3.0,3,37,1,Urban,Semi-Furnished,5.6,8.66,9.3,18.1,3.0,13.4,0.4,70.1,11016,28890,Yes,24x7,Non-Gated,Apartment,North,122.77
481.0,4,5.0,3,15,0,Suburban,Semi-Furnished,12.7,2.78,3.1,2.5,2.7,6.6,0.5,88.1,3531,23385,Yes,24x7,Gated,Apartment,West,50.06
1985.0,1,1.0,2,26,0,Suburban,Furnished,9.0,2.77,5.0,1.7,0.6,0.8,1.0,55.4,9294,19783,Yes,24x7,Gated,Apartment,North,96.33
1153.0,4,2.0,3,15,0,Urban,Unfurnished,7.7,0.81,3.6,2.4,3.0,11.8,0.3,40.8,4162,27119,Yes,24x7,Non-Gated,Independent House,West,98.78
1285.0,3,4.0,1,33,0,Urban,Semi-Furnished,26.1,2.11,10.0,2.4,7.4,10.5,0.5,62.2,5236,25395,Yes,Limited,Non-Gated,Apartment,South,91.85
1995.0,2,5.0,2,3,0,Suburban,Furnished,11.5,4.72,5.8,5.2,1.7,7.2,1.0,54.3,4606,30677,Yes,24x7,Gated,Independent House,South,145.32
1790.0,5,5.0,2,1,3,Suburban,Unfurnished,0.6,5.15,9.5,3.9,1.6,9.2,1.8,36.1,6899,35395,Yes,24x7,Gated,Apartment,North,160.85
1382.0,2,1.0,1,13,0,Suburban,Unfurnished,20.7,4.02,7.0,7.3,3.4,13.3,2.5,62.1,7080,11311,Yes,24x7,Gated,Apartment,South,74.12
1293.0,6,2.0,2,16,1,Suburban,Furnished,39.7,1.37,9.0,3.0,2.9,1.3,0.1,61.6,6354,24008,Yes,Limited,Gated,Apartment,East,94.4
1719.0,5,5.0,3,30,1,Suburban,Semi-Furnished,4.9,5.94,4.7,7.2,2.5,9.4,0.2,64.8,7173,27379,Yes,24x7,Gated,Independent House,North,123.43
1425.0,5,3.0,2,18,2,Suburban,Unfurnished,22.8,1.57,3.8,1.8,1.8,9.8,3.0,27.3,9937,22286,Yes,Limited,Non-Gated,Independent House,South,118.09
1040.0,1,5.0,2,10,1,Suburban,Furnished,4.1,1.47,3.9,3.1,2.9,3.1,1.2,26.9,8843,25746,Yes,24x7,Non-Gated,Villa,South,103.63
1467.0,6,1.0,3,3,3,Suburban,Unfurnished,2.2,1.88,8.2,6.0,5.4,2.0,0.5,80.5,8322,32430,Yes,Limited,Gated,Apartment,East,125.78
1837.0,3,1.0,2,32,3,Rural,Semi-Furnished,4.8,6.36,6.0,7.0,0.7,3.8,1.8,56.5,7430,22564,Yes,24x7,Non-Gated,Apartment,West,92.69
1552.0,5,2.0,2,20,2,Rural,Semi-Furnished,9.5,1.98,4.9,3.2,7.5,3.2,0.3,56.1,5954,27174,Yes,Limited,Gated,Apartment,South,88.62
873.0,2,1.0,1,38,3,Urban,Furnished,16.1,3.7,8.1,12.5,6.5,2.3,5.1,46.3,6171,25780,Yes,Limited,Gated,Apartment,South,69.04
2194.0,5,5.0,2,13,1,Suburban,Furnished,6.0,2.21,4.8,6.9,2.5,2.1,1.0,39.5,6459,40315,Yes,24x7,Non-Gated,Villa,East,165.22
400.0,2,5.0,3,8,1,Urban,Semi-Furnished,6.4,7.69,9.0,10.7,6.1,5.3,1.5,86.6,2876,40141,Yes,24x7,Non-Gated,Independent House,North,75.25
1404.0,5,2.0,2,10,2,Rural,Furnished,10.2,3.33,3.6,1.2,2.2,2.8,0.4,24.7,4841,17999,Yes,24x7,Gated,Apartment,East,95.47
1309.0,2,1.0,2,16,0,Urban,Semi-Furnished,8.8,,5.2,5.9,7.6,3.2,0.5,38.5,6516,34958,Yes,24x7,Gated,Villa,West,109.97
1731.0,6,1.0,3,5,0,Urban,Furnished,28.2,0.63,5.0,9.0,2.3,5.6,1.5,77.2,10834,20395,Yes,24x7,Non-Gated,Apartment,West,106.72
1959.0,5,2.0,1,5,3,Urban,Unfurnished,13.5,4.01,9.4,12.2,2.3,6.7,1.5,71.5,4921,18429,Yes,24x7,Gated,Apartment,South,151.24
2270.0,3,4.0,3,31,0,Rural,Furnished,9.3,2.81,6.2,6.6,0.2,6.7,1.0,20.4,7125,32613,Yes,24x7,Non-Gated,Apartment,West,123.84
